,,,,,,,,,,,
#EJECUCIÓN GASTOS- EJERCICIO 2014,,,,,,,,,,,
,,,,,,,,,,,
#Org.,Prog.,Econ.,Denominación,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,130,21500,Seguridad  y Protección Civil. Mantenimiento mobiliario y enseres,Seguridad  y Protección Civil. Mantenimiento mobiliario y enseres,,130,2,500,0,500,0
,,,,,,,,,,,
,130,21600,Seguridad  y Protección Civil. Mantenimiento equipos para procesos de información,Seguridad  y Protección Civil. Mantenimiento equipos para procesos de información,,130,2,41524,0,41524,42940.85
,,,,,,,,,,,
,130,22001,"Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones","Seguridad  y Protección Civil. Prensa, revistas, libros y otras publicaciones",,130,2,500,0,500,2179.37
,,,,,,,,,,,
,130,22100,Seguridad  y Protección Civil. Energía eléctrica,Seguridad  y Protección Civil. Energía eléctrica,,130,2,40000,1912.84,41912.84,54758.78
,,,,,,,,,,,
,130,22101,Seguridad  y Protección Civil..Agua,Seguridad  y Protección Civil..Agua,,130,2,2000,0,2000,1808.4
,,,,,,,,,,,
,130,22103,Seguridad  y Protección Civil. Combustibles y carburantes,Seguridad  y Protección Civil. Combustibles y carburantes,,130,2,1000,0,1000,11.83
,,,,,,,,,,,
,130,22104,Seguridad  y Protección Civil. Vestuario,Seguridad  y Protección Civil. Vestuario,,130,2,10000,0,10000,9997.02
,,,,,,,,,,,
,130,22117,Seguridad  y Protección Civil. Utillaje,Seguridad  y Protección Civil. Utillaje,,130,2,3500,0,3500,3109.28
,,,,,,,,,,,
,130,22121,Seguridad  y Protección Civil. Material prácticas de tiro,Seguridad  y Protección Civil. Material prácticas de tiro,,130,2,3000,0,3000,0
,,,,,,,,,,,
,130,22199,Seguridad  y Prtección Civil. Otros suministros,Seguridad  y Prtección Civil. Otros suministros,,130,2,500,0,500,865.85
,,,,,,,,,,,
,130,22201,Seguridad  y Protección Civil. Postales,Seguridad  y Protección Civil. Postales,,130,2,1500,0,1500,0
,,,,,,,,,,,
,130,22400,Seguridad  y Protección Civil. Primas de seguros,Seguridad  y Protección Civil. Primas de seguros,,130,2,4000,0,4000,6265.4
,,,,,,,,,,,
,130,22401,Seguridad  y Protección Civil. Primes de seguros de vehículos,Seguridad  y Protección Civil. Primes de seguros de vehículos,,130,2,27095,0,27095,29296.18
,,,,,,,,,,,
,130,22403,Seguridad  y Protección Civil. Seguro perro policía,Seguridad  y Protección Civil. Seguro perro policía,,130,2,250,0,250,245.53
,,,,,,,,,,,
,130,22603,Seguridad  y Protección Civil. Publicación en Diarios Oficiales,Seguridad  y Protección Civil. Publicación en Diarios Oficiales,,130,2,500,0,500,0
,,,,,,,,,,,
,130,22607,Seguridad  y Protección Civil..Oposiciones y pruebas selectivas,Seguridad  y Protección Civil..Oposiciones y pruebas selectivas,,130,2,4000,0,4000,0
,,,,,,,,,,,
,130,22610,Seguridad  y Protección Civil. Festejos populares (Patrona G. Civil y Policía Local),Seguridad  y Protección Civil. Festejos populares (Patrona G. Civil y Policía Local),,130,2,1500,0,1500,0
,,,,,,,,,,,
,130,22642,Seguridad  y Protección Civil..Mantenimiento unidad canina,Seguridad  y Protección Civil..Mantenimiento unidad canina,,130,2,5900,0,5900,7220
,,,,,,,,,,,
,130,22699,Seguridad  y Protección Civil. Otros gastos diversos,Seguridad  y Protección Civil. Otros gastos diversos,,130,2,3000,0,3000,3734.96
,,,,,,,,,,,
,130,22703,Seguridad  y Protección Civil. Tramitación de expedientes sancionadores,Seguridad  y Protección Civil. Tramitación de expedientes sancionadores,,130,2,109500,-52017.58,57482.42,54237.06
,,,,,,,,,,,
,130,22715,Seguridad  y Protección Civil. Limpieza en edificios,Seguridad  y Protección Civil. Limpieza en edificios,,130,2,20433.27,0,20433.27,19785.48
,,,,,,,,,,,
,130,22755,Seguridad  y Protección Civil. Servicio de Grua,Seguridad  y Protección Civil. Servicio de Grua,,130,2,85737,0,85737,8728.94
,,,,,,,,,,,
,130,62305,Seguridad  y Protección Civil. Señalización,Seguridad  y Protección Civil. Señalización,,130,6,30000,1394.08,31394.08,21778.79
,,,,,,,,,,,
,130,62308,Seguridad  y Protección Civil..Cámaras control de tráfico,Seguridad  y Protección Civil..Cámaras control de tráfico,,130,6,6000,0,6000,13767.04
,,,,,,,,,,,
,130,62317,Seguridad  y Protección Civil..Adquisición de Karts,Seguridad  y Protección Civil..Adquisición de Karts,,130,6,0,2400,2400,2368.5
,,,,,,,,,,,
,134,21300,Protección civil. Mantenimiento equipos de transmisión,Protección civil. Mantenimiento equipos de transmisión,,134,2,1500,0,1500,0
,,,,,,,,,,,
,134,21301,"Protecció civil. Mantenimiento, maquinaria, instalacciones y utillaje","Protecció civil. Mantenimiento, maquinaria, instalacciones y utillaje",,134,2,1000,0,1000,1277.45
,,,,,,,,,,,
,134,21400,Protección civil. Mantenimiento y reparación de vehículos,Protección civil. Mantenimiento y reparación de vehículos,,134,2,3000,0,3000,2937.71
,,,,,,,,,,,
,134,22002,"Protección civil. Material, informático no inventariable","Protección civil. Material, informático no inventariable",,134,2,250,0,250,0
,,,,,,,,,,,
,134,22103,Protección civil. Combustibles y carburantes,Protección civil. Combustibles y carburantes,,134,2,1000,0,1000,100.07
,,,,,,,,,,,
,134,22104,Protección civil. Vestuario,Protección civil. Vestuario,,134,2,2000,0,2000,1176.12
,,,,,,,,,,,
,134,22122,Protección civil. Material técnico sanitario primeros auxilios,Protección civil. Material técnico sanitario primeros auxilios,,134,2,2500,0,2500,5182.46
,,,,,,,,,,,
,134,22123,Protección civil. Material contra incendios,Protección civil. Material contra incendios,,134,2,2000,0,2000,0
,,,,,,,,,,,
,134,22200,Protección civil. Servicios de Telecomunicaciones,Protección civil. Servicios de Telecomunicaciones,,134,2,2000,0,2000,0
,,,,,,,,,,,
,134,22406,Protección civil. Seguros protección civil,Protección civil. Seguros protección civil,,134,2,11000,0,11000,703.61
,,,,,,,,,,,
,134,22699,Protección civil. Otros gastos diversos,Protección civil. Otros gastos diversos,,134,2,1000,0,1000,2002.3
,,,,,,,,,,,
,134,22707,Protección civil. Formación protección civil,Protección civil. Formación protección civil,,134,2,2000,0,2000,2160
,,,,,,,,,,,
,134,22734,Protección civil..Servicio de lavandería,Protección civil..Servicio de lavandería,,134,2,0,0,0,248.65
,,,,,,,,,,,
,134,62306,Protección civil. Utillaje Seguridad Ciudadana,Protección civil. Utillaje Seguridad Ciudadana,,134,6,1000,0,1000,0
,,,,,,,,,,,
,135,22501,Servicio de extinción de incendios..Servicio Extinción de Incendios,Servicio de extinción de incendios..Servicio Extinción de Incendios,,135,2,688504,407971.42,1096475.42,1096475.42
,,,,,,,,,,,
,151,12000,Urbanismo. Sueldos del Grupo A1,Urbanismo. Sueldos del Grupo A1,,151,1,46580.1,0,46580.1,44031.96
,,,,,,,,,,,
,151,12001,Urbanismo. Sueldos del Grupo A2,Urbanismo. Sueldos del Grupo A2,,151,1,67128.6,0,67128.6,44031.39
,,,,,,,,,,,
,151,12003,Urbanismo. Sueldos del Grupo C1,Urbanismo. Sueldos del Grupo C1,,151,1,70561.96,0,70561.96,69248.54
,,,,,,,,,,,
,151,12004,Urbanismo. Sueldos del Grupo C2,Urbanismo. Sueldos del Grupo C2,,151,1,33558,0,33558,32195.12
,,,,,,,,,,,
,151,12006,Urbanismo. Trienios,Urbanismo. Trienios,,151,1,22347.09,0,22347.09,20194
,,,,,,,,,,,
,151,12100,Urbanismo. Complemento de destino,Urbanismo. Complemento de destino,,151,1,139634.88,0,139634.88,123519.53
,,,,,,,,,,,
,151,12101,Urbanismo. Complemento específico,Urbanismo. Complemento específico,,151,1,257040.42,0,257040.42,240891.91
,,,,,,,,,,,
,151,13000,Urbanismo. Salario Base,Urbanismo. Salario Base,,151,1,7678.58,0,7678.58,7678.57
,,,,,,,,,,,
,151,13002,Urbanismo. Otras remuneraciones,Urbanismo. Otras remuneraciones,,151,1,10148.74,0,10148.74,10148.75
,,,,,,,,,,,
,151,13006,Urbanismo. Trienios,Urbanismo. Trienios,,151,1,646.56,0,646.56,646.59
,,,,,,,,,,,
,151,13100,Urbanismo. Salario Base,Urbanismo. Salario Base,,151,1,7678.58,0,7678.58,7678.58
,,,,,,,,,,,
,151,13102,Urbanismo. Otras Remuneraciones,Urbanismo. Otras Remuneraciones,,151,1,9361.94,0,9361.94,9361.94
,,,,,,,,,,,
,151,13106,Urbanismo. Trienios,Urbanismo. Trienios,,151,1,525.33,0,525.33,525.33
,,,,,,,,,,,
,151,15100,Urbanismo..Gratificaciones,Urbanismo..Gratificaciones,,151,1,0,0,0,10232.04
,,,,,,,,,,,
,151,21303,Urbanismo. Mantenimiento aparatos elevadores,Urbanismo. Mantenimiento aparatos elevadores,,151,2,2000,0,2000,730.32
,,,,,,,,,,,
,151,21400,Urbanismo. Mantenimiento y reparación de vehículos,Urbanismo. Mantenimiento y reparación de vehículos,,151,2,1000,0,1000,0
,,,,,,,,,,,
,151,22001,"Urbanismo..Prensa, revistas, libros y otras publicaciones","Urbanismo..Prensa, revistas, libros y otras publicaciones",,151,2,0,0,0,1830.71
,,,,,,,,,,,
,151,22100,Urbanismo. Energía eléctrica,Urbanismo. Energía eléctrica,,151,2,24000,0,24000,18296.89
,,,,,,,,,,,
,151,22101,Urbanismo. Agua,Urbanismo. Agua,,151,2,1800,0,1800,0
,,,,,,,,,,,
,151,22199,Urbanismo. Otros suministros,Urbanismo. Otros suministros,,151,2,500,0,500,154.84
,,,,,,,,,,,
,151,22400,Urbanismo. Primas de seguros,Urbanismo. Primas de seguros,,151,2,2900,0,2900,2882.27
,,,,,,,,,,,
,151,22401,Urbanismo. Primes de seguros de vehículos,Urbanismo. Primes de seguros de vehículos,,151,2,510.84,0,510.84,511.11
,,,,,,,,,,,
,151,22699,Urbanismo. Otros gastos diversos,Urbanismo. Otros gastos diversos,,151,2,3000,0,3000,157.81
,,,,,,,,,,,
,151,22713,Urbanismo. Control de calidad,Urbanismo. Control de calidad,,151,2,3000,0,3000,0
,,,,,,,,,,,
,151,22715,Urbanismo..Limpieza en edificios,Urbanismo..Limpieza en edificios,,151,2,0,0,0,705.43
,,,,,,,,,,,
,151,23101,Urbanismo..Locomoción del personal,Urbanismo..Locomoción del personal,,151,2,0,0,0,767.69
,,,,,,,,,,,
,151,45100,Urbanismo..IRIS. En cumplimiento de convenio suscrito en materia de realojo Río Guadarrama-,Urbanismo..IRIS. En cumplimiento de convenio suscrito en materia de realojo Río Guadarrama-,,151,45100,0,2000000,2000000,0
,,,,,,,,,,,
,151,61104,Urbanismo..Operación asfaltado 2014,Urbanismo..Operación asfaltado 2014,,151,611,0,1900000,1900000,750202.4
,,,,,,,,,,,
,151,68100,Urbanismo. Adecuación y limpieza de parcelas,Urbanismo. Adecuación y limpieza de parcelas,,151,6,0,90997.5,90997.5,51149.35
,,,,,,,,,,,
,151,68200,Urbanismo..Acondicionamiento interior de El Torreón,Urbanismo..Acondicionamiento interior de El Torreón,,151,6,0,27261.4,27261.4,26479.3
,,,,,,,,,,,
,160,11000,Servicios Generales Retribuciones básicas,Servicios Generales Retribuciones básicas,,160,1,56000,0,56000,55540
,,,,,,,,,,,
,160,12001,Servicios Generales Sueldos del Grupo A2,Servicios Generales Sueldos del Grupo A2,,160,1,13425.72,0,13425.72,12906.52
,,,,,,,,,,,
,160,12003,Servicios Generales Sueldos del Grupo C1,Servicios Generales Sueldos del Grupo C1,,160,1,10080.28,0,10080.28,9884.84
,,,,,,,,,,,
,160,12004,Servicios Generales Sueldos del Grupo C2,Servicios Generales Sueldos del Grupo C2,,160,1,8389.5,0,8389.5,8378.58
,,,,,,,,,,,
,160,12006,Servicios Generales Trienios,Servicios Generales Trienios,,160,1,6698.74,0,6698.74,6538.74
,,,,,,,,,,,
,160,12100,Servicios Generales Complemento de destino,Servicios Generales Complemento de destino,,160,1,19572,0,19572,19572
,,,,,,,,,,,
,160,12101,Servicios Generales Complemento específico,Servicios Generales Complemento específico,,160,1,33012.7,0,33012.7,33312.7
,,,,,,,,,,,
,160,13000,Servicios Generales Salario Base,Servicios Generales Salario Base,,160,1,92111.46,0,92111.46,87922.08
,,,,,,,,,,,
,160,13002,Servicios Generales Otras remuneraciones,Servicios Generales Otras remuneraciones,,160,1,167721.26,0,167721.26,166898.57
,,,,,,,,,,,
,160,13006,Servicios Generales Trienios,Servicios Generales Trienios,,160,1,17102.61,0,17102.61,16481.6
,,,,,,,,,,,
,160,13100,Servicios Generales Salario Base,Servicios Generales Salario Base,,160,1,15357.16,0,15357.16,15229.18
,,,,,,,,,,,
,160,13102,Servicios Generales Otras Remuneraciones,Servicios Generales Otras Remuneraciones,,160,1,26250.84,0,26250.84,26060.12
,,,,,,,,,,,
,160,13106,Servicios Generales Trienios,Servicios Generales Trienios,,160,1,942.9,0,942.9,933.47
,,,,,,,,,,,
,160,15100,Servicios Generales Gratificaciones,Servicios Generales Gratificaciones,,160,1,15000,0,15000,18597.18
,,,,,,,,,,,
,160,20200,"Servicios Generales Alquiler, edificios y otras contruccciones, el caño","Servicios Generales Alquiler, edificios y otras contruccciones, el caño",,160,2,7986,0,7986,7986
,,,,,,,,,,,
,160,20302,Servicios Generales.Arrendamiento de Fuentes Agua potable,Servicios Generales.Arrendamiento de Fuentes Agua potable,,160,2,0,0,0,2047.37
,,,,,,,,,,,
,160,21102,Servicios Generales Otras reparaciones y mantenimientos,Servicios Generales Otras reparaciones y mantenimientos,,160,2,35000,0,35000,30110.37
,,,,,,,,,,,
,160,21207,Servicios Generales Mantenimiento garajes,Servicios Generales Mantenimiento garajes,,160,2,192417,-38810,153607,96819.28
,,,,,,,,,,,
,160,21301,"Servicios Generales Mantenimiento, maquinaria, instalacciones y utillaje","Servicios Generales Mantenimiento, maquinaria, instalacciones y utillaje",,160,2,60000,-36700,23300,9183.67
,,,,,,,,,,,
,160,21304,Servicios Generales Mantenimiento equipos de extinción,Servicios Generales Mantenimiento equipos de extinción,,160,2,25975.5,79004.66,104980.16,25609.52
,,,,,,,,,,,
,160,21308,Servicios Generales Mantenimiento instalacciones de gas,Servicios Generales Mantenimiento instalacciones de gas,,160,2,9750,0,9750,5659.33
,,,,,,,,,,,
,160,21309,Servicios Generales Mantenimiento Protecciones Colectivas,Servicios Generales Mantenimiento Protecciones Colectivas,,160,2,960,0,960,878.33
,,,,,,,,,,,
,160,21400,Servicios Generales Mantenimiento y reparación de vehículos,Servicios Generales Mantenimiento y reparación de vehículos,,160,2,10000,0,10000,14641.89
,,,,,,,,,,,
,160,22100,Servicios Generales Energía eléctrica,Servicios Generales Energía eléctrica,,160,2,920000,421391.01,1341391.01,935917.47
,,,,,,,,,,,
,160,22101,Servicios Generales Agua,Servicios Generales Agua,,160,2,315000,11442.03,326442.03,434620.8
,,,,,,,,,,,
,160,22103,Servicios Generales Combustibles y carburantes,Servicios Generales Combustibles y carburantes,,160,2,55000,-4759.43,50240.57,26472.68
,,,,,,,,,,,
,160,22104,Servicios Generales Vestuario,Servicios Generales Vestuario,,160,2,3000,0,3000,14458.98
,,,,,,,,,,,
,160,22110,Servicios Generales Productos de limpieza y aseo,Servicios Generales Productos de limpieza y aseo,,160,2,1200,0,1200,1691.81
,,,,,,,,,,,
,160,22112,"Servicios Generales Suministros de material electrónico, eléctrico y de telecomunicaciones","Servicios Generales Suministros de material electrónico, eléctrico y de telecomunicaciones",,160,2,10000,0,10000,43508.52
,,,,,,,,,,,
,160,22113,Servicios Generales Manutención de animales,Servicios Generales Manutención de animales,,160,2,500,0,500,0
,,,,,,,,,,,
,160,22115,Servicios Generales Equipos de protección individual,Servicios Generales Equipos de protección individual,,160,2,1500,0,1500,222.16
,,,,,,,,,,,
,160,22124,Servicios Generales Reposición equipos de extinción obligatorios,Servicios Generales Reposición equipos de extinción obligatorios,,160,2,5000,0,5000,4648.82
,,,,,,,,,,,
,160,22127,Servicios Generales.Suministro de materiales Trabajos Temporales de Colaboración Social,Servicios Generales.Suministro de materiales Trabajos Temporales de Colaboración Social,,160,2,0,107.93,107.93,0
,,,,,,,,,,,
,160,22128,Servicios Generales.Suministro de material de ferreteria,Servicios Generales.Suministro de material de ferreteria,,160,2,0,0,0,13206.69
,,,,,,,,,,,
,160,22129,Servicios Generales.Suministro de materiales de contrucción,Servicios Generales.Suministro de materiales de contrucción,,160,2,0,0,0,20834.01
,,,,,,,,,,,
,160,22130,Servicios Generales.Suministro de materiales de fontanería,Servicios Generales.Suministro de materiales de fontanería,,160,2,0,0,0,5074.32
,,,,,,,,,,,
,160,22131,Servicios Generales.Suministro de materiales de jardinería,Servicios Generales.Suministro de materiales de jardinería,,160,2,0,0,0,4697.47
,,,,,,,,,,,
,160,22199,Servicios Generales Otros suministros,Servicios Generales Otros suministros,,160,2,40000,0,40000,10342.43
,,,,,,,,,,,
,160,22400,Servicios Generales Primas de seguros,Servicios Generales Primas de seguros,,160,2,4500,0,4500,8490.55
,,,,,,,,,,,
,160,22401,Servicios Generales Primes de seguros de vehículos,Servicios Generales Primes de seguros de vehículos,,160,2,7500,0,7500,7065.64
,,,,,,,,,,,
,160,22605,Servicios Generales Indemnizaciones a particulares,Servicios Generales Indemnizaciones a particulares,,160,2,2500,0,2500,1831.06
,,,,,,,,,,,
,160,22699,Servicios Generales Otros gastos diversos,Servicios Generales Otros gastos diversos,,160,2,8708.28,0,8708.28,2878.59
,,,,,,,,,,,
,160,22706,Servicios Generales.Estudios y trabajos técnicos,Servicios Generales.Estudios y trabajos técnicos,,160,2,0,0,0,1143.45
,,,,,,,,,,,
,160,22715,Servicios Generales.Limpieza en edificios,Servicios Generales.Limpieza en edificios,,160,2,5100.29,0,5100.29,4559.1
,,,,,,,,,,,
,160,22717,Servicios Generales Mantenimiento instlacciones eléctricas,Servicios Generales Mantenimiento instlacciones eléctricas,,160,2,156982,0,156982,130064.94
,,,,,,,,,,,
,160,22718,Servicios Generales Enterramientos,Servicios Generales Enterramientos,,160,2,5000,0,5000,3222.46
,,,,,,,,,,,
,160,22719,Servicios Generales Mantenimiento y conservación de fuentes,Servicios Generales Mantenimiento y conservación de fuentes,,160,2,150000,0,150000,163766.37
,,,,,,,,,,,
,160,22721,Servicios Generales Mantenimiento y reparación de edificios,Servicios Generales Mantenimiento y reparación de edificios,,160,2,164201.17,0,164201.17,79964.74
,,,,,,,,,,,
,160,22723,Servicios Generales Limpieza alcantarillado,Servicios Generales Limpieza alcantarillado,,160,2,4000,0,4000,5166.7
,,,,,,,,,,,
,160,22725,Servicios Generales Desinfección desratización y palomas,Servicios Generales Desinfección desratización y palomas,,160,2,15000,0,15000,20570
,,,,,,,,,,,
,160,22740,Servicios Generales Mantenimiento aire acondicionado,Servicios Generales Mantenimiento aire acondicionado,,160,2,43500,0,43500,41560.23
,,,,,,,,,,,
,160,23101,Servicios Generales.Locomoción del personal,Servicios Generales.Locomoción del personal,,160,2,0,0,0,24.8
,,,,,,,,,,,
,160,61105,Servicios Generales.Asfaltado rotondas,Servicios Generales.Asfaltado rotondas,,160,6,0,120000,120000,0
,,,,,,,,,,,
,160,61114,Servicios Generales.Reposición cable alumbrado público,Servicios Generales.Reposición cable alumbrado público,,160,6,0,12000,12000,10580.6
,,,,,,,,,,,
,160,62301,Servicios Generales Sist.protección para canastas polideportivo,Servicios Generales Sist.protección para canastas polideportivo,,160,623,10500,0,10500,0
,,,,,,,,,,,
,160,62307,Servicios Generales Protecciones colectivas  obligatorias,Servicios Generales Protecciones colectivas  obligatorias,,160,623,5000,0,5000,12075.1
,,,,,,,,,,,
,160,62501,Servicios Generales.Mobiliario urbano,Servicios Generales.Mobiliario urbano,,160,6,0,8310.29,8310.29,8310.28
,,,,,,,,,,,
,160,62904,Servicios Generales.Instalación de Carteles Informativos,Servicios Generales.Instalación de Carteles Informativos,,160,6,0,15348.85,15348.85,15348.85
,,,,,,,,,,,
,160,63302,Servicios Generales.Relojes fichadores,Servicios Generales.Relojes fichadores,,160,6,0,670,670,665.5
,,,,,,,,,,,
,160,63308,Servicios Generales.Reposición de farolas,Servicios Generales.Reposición de farolas,,160,6,0,6000,6000,5862.45
,,,,,,,,,,,
,160,64012,Servicios Generales Proyectos planes de autoprotección,Servicios Generales Proyectos planes de autoprotección,,160,640,3000,0,3000,0
,,,,,,,,,,,
,162,22502,"Recogida, eliminación y tratamiento de residuos..Tasa por la eliminación de RSU","Recogida, eliminación y tratamiento de residuos..Tasa por la eliminación de RSU",,162,2,95000,0,95000,107440.6
,,,,,,,,,,,
,162,22710,"Recogida, eliminación y tratamiento de residuos. Mancomunidad","Recogida, eliminación y tratamiento de residuos. Mancomunidad",,162,2,3241,180025.4,183266.4,180025.4
,,,,,,,,,,,
,162,22724,"Recogida, eliminación y tratamiento de residuos. Limpieza de Edificios","Recogida, eliminación y tratamiento de residuos. Limpieza de Edificios",,162,2,4017.54,0,4017.54,0
,,,,,,,,,,,
,162,22727,"Recogida, eliminación y tratamiento de residuos. Recogida de residuos","Recogida, eliminación y tratamiento de residuos. Recogida de residuos",,162,2,1331227,0,1331227,1303134.72
,,,,,,,,,,,
,163,22726,Limpieza viaria. Limpieza Viaria,Limpieza viaria. Limpieza Viaria,,163,2,1449800,55510,1505310,1505308.92
,,,,,,,,,,,
,171,21100,Parques y jardines. Mantenimiento de jardines por Ayto.,Parques y jardines. Mantenimiento de jardines por Ayto.,,171,2,2400000,23368.36,2423368.36,2320303.09
,,,,,,,,,,,
,171,21101,Parques y jardines. Mantennimiento jardines (encomienda Emuvisa),Parques y jardines. Mantennimiento jardines (encomienda Emuvisa),,171,2,481235.15,24809.03,506044.18,506044.19
,,,,,,,,,,,
,171,21608,Parques y jardines..Gestión de Incidencias en el Equipamiento Urbano,Parques y jardines..Gestión de Incidencias en el Equipamiento Urbano,,171,2,0,0,0,3495.25
,,,,,,,,,,,
,171,61111,Parques y jardines. Acondicionamiento de parterres,Parques y jardines. Acondicionamiento de parterres,,171,6,0,128000,128000,107779.86
,,,,,,,,,,,
,172,22736,Mejora del medio ambiente. Mantenimiento punto limpio,Mejora del medio ambiente. Mantenimiento punto limpio,,172,2,81000,1391.07,82391.07,82391.07
,,,,,,,,,,,
,230,12003,Servicios Sociales..Sueldos del Grupo C1,Servicios Sociales..Sueldos del Grupo C1,,230,1,0,10288.72,10288.72,8444.8
,,,,,,,,,,,
,230,12006,Servicios Sociales..Trienios,Servicios Sociales..Trienios,,230,1,0,1956.89,1956.89,1783.52
,,,,,,,,,,,
,230,12100,Servicios Sociales..Complemento de destino,Servicios Sociales..Complemento de destino,,230,1,0,5132.27,5132.27,4737.48
,,,,,,,,,,,
,230,12101,Servicios Sociales..Complemento específico,Servicios Sociales..Complemento específico,,230,1,0,10286.64,10286.64,9495.36
,,,,,,,,,,,
,230,13100,Servicios Sociales..Salario Base,Servicios Sociales..Salario Base,,230,1,0,77264.62,77264.62,65229.25
,,,,,,,,,,,
,230,13102,Servicios Sociales..Otras Remuneraciones,Servicios Sociales..Otras Remuneraciones,,230,1,0,124385.52,124385.52,108478.65
,,,,,,,,,,,
,230,13106,Servicios Sociales..Trienios,Servicios Sociales..Trienios,,230,1,0,8488.95,8488.95,6892.15
,,,,,,,,,,,
,230,22636,Servicios sociales..Otros servicios de Bienestar Social,Servicios sociales..Otros servicios de Bienestar Social,,230,2,2200,0,2200,0
,,,,,,,,,,,
,230,22753,Servicios sociales. Servicos Sociales,Servicios sociales. Servicos Sociales,,230,2,127157.97,-7889.43,119268.54,0
,,,,,,,,,,,
,230,22757,Servicios Sociales..Programa de Atención Domiciliaria,Servicios Sociales..Programa de Atención Domiciliaria,,230,2,0,0,0,14952.18
,,,,,,,,,,,
,230,22758,Servicios Sociales..Programa de Promoción de la Autonomía Personal,Servicios Sociales..Programa de Promoción de la Autonomía Personal,,230,2,0,0,0,5626.09
,,,,,,,,,,,
,230,22759,Servicios Sociales..Programa de Emergencia Social,Servicios Sociales..Programa de Emergencia Social,,230,2,0,0,0,31157
,,,,,,,,,,,
