,,,,,,,,,,,
#EJECUCIÓN GASTOS- EJERCICIO 2013,,,,,,,,,,,
,,,,,,,,,,,
#Org.,Prog.,Econ.,Denominación,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,,,,,,,,,,,
,234,15100,Infancia y Juventud.Gratificaciones,Infancia y Juventud.Gratificaciones,,234,1,2733.01,0,2733.01,3392.24
,,,,,,,,,,,
,234,21301,"Infancia y Juventud Mant. maquinaria, instal. y utillaje","Infancia y Juventud Mant. maquinaria, instal. y utillaje",,234,2,500,0,500,0
,,,,,,,,,,,
,234,21303,Infancia y Juvenud Mant. aparatos elevadores,Infancia y Juvenud Mant. aparatos elevadores,,234,2,2003.55,36.18,2039.73,1311.39
,,,,,,,,,,,
,234,22001,"Infancia y Juvenud Prensa, revistas, libros y otras publicaciones","Infancia y Juvenud Prensa, revistas, libros y otras publicaciones",,234,2,100,0,100,0
,,,,,,,,,,,
,234,22100,Infancia y Juventud Energía eléctrica,Infancia y Juventud Energía eléctrica,,234,2,5250,0,5250,6272.52
,,,,,,,,,,,
,234,22199,Infancia y Juvenud Otros suministros,Infancia y Juvenud Otros suministros,,234,2,500,0,500,0
,,,,,,,,,,,
,234,22400,Infancia y Juventud Primas de seguros,Infancia y Juventud Primas de seguros,,234,2,2700,0,2700,2643.14
,,,,,,,,,,,
,234,22602,Infancia y Juventud Publicidad y propaganda,Infancia y Juventud Publicidad y propaganda,,234,2,2500,0,2500,2478
,,,,,,,,,,,
,234,22617,Infancia y Juventud Viajes juventud,Infancia y Juventud Viajes juventud,,234,2,1000,0,1000,0
,,,,,,,,,,,
,234,22619,Infancia y Juventud Gastos varios infancia,Infancia y Juventud Gastos varios infancia,,234,2,3000,0,3000,5384.77
,,,,,,,,,,,
,234,22621,Infancia y Juventud Gastos diversos juventud,Infancia y Juventud Gastos diversos juventud,,234,2,20000,0,20000,4497.03
,,,,,,,,,,,
,234,22627,Infancia y Juventud Campamentos de verano,Infancia y Juventud Campamentos de verano,,234,2,29426.52,0,29426.52,16109.46
,,,,,,,,,,,
,234,22699,Infancia y Juventud Otros gastos diversos,Infancia y Juventud Otros gastos diversos,,234,2,3200,0,3200,2306.54
,,,,,,,,,,,
,234,22715,Infancia y Juventud Limpieza en edificios,Infancia y Juventud Limpieza en edificios,,234,2,30187.8,0,30187.8,29983.38
,,,,,,,,,,,
,234,23101,Infancia y Juventud.Locomoción del personal,Infancia y Juventud.Locomoción del personal,,234,2,30,0,30,20.05
,,,,,,,,,,,
,235,11000,Tercera edad Retribuciones básicas,Tercera edad Retribuciones básicas,,235,1,28000,0,28000,27520
,,,,,,,,,,,
,235,13000,Tercera edad Salario Base,Tercera edad Salario Base,,235,1,30958.06,0,30958.06,29715
,,,,,,,,,,,
,235,13002,Tercera edad.Otras remuneraciones,Tercera edad.Otras remuneraciones,,235,1,18723.88,0,18723.88,17560.76
,,,,,,,,,,,
,235,13006,Tercera edad Trienios,Tercera edad Trienios,,235,1,1390.22,0,1390.22,1422.77
,,,,,,,,,,,
,235,13100,Tercera edad Salario Base,Tercera edad Salario Base,,235,1,7678.58,0,7678.58,7678.58
,,,,,,,,,,,
,235,13102,Tercera edad Otras Remuneraciones,Tercera edad Otras Remuneraciones,,235,1,9361.94,0,9361.94,9361.94
,,,,,,,,,,,
,235,13106,Tercera edad Trienios,Tercera edad Trienios,,235,1,511.86,0,511.86,512.86
,,,,,,,,,,,
,235,21301,"Tercera edad Man.maquinaria, instal. y utillaje","Tercera edad Man.maquinaria, instal. y utillaje",,235,2,1000,0,1000,1374.32
,,,,,,,,,,,
,235,22001,"Tercera edad Prensa, revistas, libros y otras publicaciones","Tercera edad Prensa, revistas, libros y otras publicaciones",,235,2,350,0,350,360.7
,,,,,,,,,,,
,235,22100,Tercera edad Energía eléctrica,Tercera edad Energía eléctrica,,235,2,28800,0,28800,28799.56
,,,,,,,,,,,
,235,22101,Tercera edad.Agua,Tercera edad.Agua,,235,2,1713.31,0,1713.31,1615.14
,,,,,,,,,,,
,235,22125,Tercera edad Peluquería 3º edad.,Tercera edad Peluquería 3º edad.,,235,2,3000,0,3000,3256.41
,,,,,,,,,,,
,235,22199,Tercera edad Otros suministros,Tercera edad Otros suministros,,235,2,2743.62,0,2743.62,2445.49
,,,,,,,,,,,
,235,22400,Tercera edad Primas de seguros,Tercera edad Primas de seguros,,235,2,2400,0,2400,750.02
,,,,,,,,,,,
,235,22623,Tercera edad Gastos cultrales tercera edad,Tercera edad Gastos cultrales tercera edad,,235,2,11141,-355,10786,6985.12
,,,,,,,,,,,
,235,22624,Tercera edad Viajes tercera edad,Tercera edad Viajes tercera edad,,235,2,19998,0,19998,14327.64
,,,,,,,,,,,
,235,22637,Tercera edad Excursiones tercera edad,Tercera edad Excursiones tercera edad,,235,2,1075,0,1075,1075
,,,,,,,,,,,
,235,22699,Tercera edad Otros gastos diversos,Tercera edad Otros gastos diversos,,235,2,3200,0,3200,1521.34
,,,,,,,,,,,
,235,22715,Tercera edad Limpieza en edificios,Tercera edad Limpieza en edificios,,235,2,19698.31,0,19698.31,19698.31
,,,,,,,,,,,
,235,63306,Tercera edad.Secadora peluquería 3º edad,Tercera edad.Secadora peluquería 3º edad,,235,6,0,355,355,355
,,,,,,,,,,,
,236,12004,Mujer Sueldos del Grupo C2,Mujer Sueldos del Grupo C2,,236,1,10080.28,0,10080.28,7357.47
,,,,,,,,,,,
,236,12006,Mujer Trienios,Mujer Trienios,,236,1,751.8,0,751.8,659.28
,,,,,,,,,,,
,236,12100,Mujer Complemento de destino,Mujer Complemento de destino,,236,1,5527.06,0,5527.06,3749.92
,,,,,,,,,,,
,236,12101,Mujer Complemento específico,Mujer Complemento específico,,236,1,11077.92,0,11077.92,7800.75
,,,,,,,,,,,
,236,22400,Mujer Primas de seguros,Mujer Primas de seguros,,236,2,1500,0,1500,0
,,,,,,,,,,,
,236,22602,Mujer Publicidad y propaganda,Mujer Publicidad y propaganda,,236,2,4000,0,4000,2901.26
,,,,,,,,,,,
,236,22618,Mujer Area de Mujer,Mujer Area de Mujer,,236,2,15474,0,15474,9205.89
,,,,,,,,,,,
,236,22699,Mujer Otros gastos diversos,Mujer Otros gastos diversos,,236,2,11000,-2500,8500,0
,,,,,,,,,,,
,236,22751,Mujer Iluminación y sonido,Mujer Iluminación y sonido,,236,2,4506.81,0,4506.81,4447.49
,,,,,,,,,,,
,236,48022,Mujer.Subvención AMIA,Mujer.Subvención AMIA,,236,4,0,2000,2000,2000
,,,,,,,,,,,
,236,48023,Mujer.Subvención AMAR,Mujer.Subvención AMAR,,236,4,0,500,500,500
,,,,,,,,,,,
,241,11000,Fomento del empleo. Retribuciones básicas,Fomento del empleo. Retribuciones básicas,,241,1,28000,0,28000,27520
,,,,,,,,,,,
,241,12004,Fomento del empleo. Sueldos del Grupo C2,Fomento del empleo. Sueldos del Grupo C2,,241,1,16779,0,16779,16717.21
,,,,,,,,,,,
,241,12006,Fomento del empleo. Trienios,Fomento del empleo. Trienios,,241,1,1173.08,0,1173.08,1151.43
,,,,,,,,,,,
,241,12100,Fomento del empleo. Complemento de destino,Fomento del empleo. Complemento de destino,,241,1,8540.28,0,8540.28,8519.99
,,,,,,,,,,,
,241,12101,Fomento del empleo. Complemento específico,Fomento del empleo. Complemento específico,,241,1,17184.16,0,17184.16,17195.04
,,,,,,,,,,,
,241,13100,Fomento del empleo. Salario Base,Fomento del empleo. Salario Base,,241,1,13425.72,0,13425.72,18839.95
,,,,,,,,,,,
,241,13102,Fomento del empleo. Otras Remuneraciones,Fomento del empleo. Otras Remuneraciones,,241,1,15459.5,0,15459.5,17022.53
,,,,,,,,,,,
,241,13106,Fomento del empleo. Trienios,Fomento del empleo. Trienios,,241,1,973.56,0,973.56,1122.33
,,,,,,,,,,,
,241,14303,Fomento del empleo..Profesorado  Escuela- Taller,Fomento del empleo..Profesorado  Escuela- Taller,,241,1,0,0,0,2000
,,,,,,,,,,,
,241,14305,Fomento del empleo. Agentes Desarrollo Local Subvención,Fomento del empleo. Agentes Desarrollo Local Subvención,,241,1,51792.16,0,51792.16,32014.16
,,,,,,,,,,,
,241,14307,Fomento del empleo..Profesorado Cursos de Formacion para el Empleo,Fomento del empleo..Profesorado Cursos de Formacion para el Empleo,,241,1,0,18558.49,18558.49,20909.24
,,,,,,,,,,,
,241,15100,Fomento del empleo. Gratificaciones,Fomento del empleo. Gratificaciones,,241,1,5500,0,5500,306
,,,,,,,,,,,
,241,16000,Fomento del empleo..Seguridad Social,Fomento del empleo..Seguridad Social,,241,1,0,8530.8,8530.8,2629.78
,,,,,,,,,,,
,241,21301,"Fomento del empleo. Mantenimiento, maquinaria, instalacciones y utillaje","Fomento del empleo. Mantenimiento, maquinaria, instalacciones y utillaje",,241,2,200,0,200,0
,,,,,,,,,,,
,241,21303,Fomento del empleo. Mantenimiento aparatos elevadores,Fomento del empleo. Mantenimiento aparatos elevadores,,241,2,854.12,16.47,870.59,543.78
,,,,,,,,,,,
,241,21600,Fomento del empleo. Mantenimiento equipos para procesos de información,Fomento del empleo. Mantenimiento equipos para procesos de información,,241,2,100,0,100,0
,,,,,,,,,,,
,241,22101,Fomento del empleo..Agua,Fomento del empleo..Agua,,241,2,100,0,100,0
,,,,,,,,,,,
,241,22126,Fomento del empleo..Suministros Cursos de Formación para el Empleo,Fomento del empleo..Suministros Cursos de Formación para el Empleo,,241,2,26376.01,0,26376.01,10713.19
,,,,,,,,,,,
,241,22408,Fomento del empleo..Seguros para Cursos de Formación para el Empleo,Fomento del empleo..Seguros para Cursos de Formación para el Empleo,,241,2,2000,0,2000,1229.06
,,,,,,,,,,,
,241,22602,Fomento del empleo. Publicidad y propaganda,Fomento del empleo. Publicidad y propaganda,,241,2,400,0,400,392.04
,,,,,,,,,,,
,241,22607,Fomento del empleo. Oposiciones y pruebas selectivas,Fomento del empleo. Oposiciones y pruebas selectivas,,241,2,1500,0,1500,0
,,,,,,,,,,,
,241,22646,Fomento del empleo..Otros gastos Cursos de Formación para el Empleo,Fomento del empleo..Otros gastos Cursos de Formación para el Empleo,,241,2,21480.36,0,21480.36,1617.77
,,,,,,,,,,,
,241,22647,Fomento del empleo..Gastos Prácticas Cursos de formación para el Empleo,Fomento del empleo..Gastos Prácticas Cursos de formación para el Empleo,,241,2,4320,0,4320,0
,,,,,,,,,,,
,241,22650,Fomento del empleo..Formacion personal trabajadores temporales de colaboracion social,Fomento del empleo..Formacion personal trabajadores temporales de colaboracion social,,241,2,0,3600,3600,0
,,,,,,,,,,,
,241,22699,Fomento del empleo. Otros gastos diversos,Fomento del empleo. Otros gastos diversos,,241,2,1000,0,1000,277.52
,,,,,,,,,,,
,241,22715,Fomento del empleo..Limpieza en edificios,Fomento del empleo..Limpieza en edificios,,241,2,0,0,0,0
,,,,,,,,,,,
,241,23101,Fomento del empleo. Locomoción del personal,Fomento del empleo. Locomoción del personal,,241,2,300,0,300,365.55
,,,,,,,,,,,
,313,22400,Acciones públicas relativas a la salud. Primas de seguros,Acciones públicas relativas a la salud. Primas de seguros,,313,2,1900,0,1900,2161.74
,,,,,,,,,,,
,313,22699,Acciones públicas relativas a la salud. Otros gastos diversos,Acciones públicas relativas a la salud. Otros gastos diversos,,313,2,800,0,800,276.97
,,,,,,,,,,,
,313,22711,Acciones públicas relativas a la salud. Recogida y control de animales,Acciones públicas relativas a la salud. Recogida y control de animales,,313,2,36113.51,2777.99,38891.5,36113.36
,,,,,,,,,,,
,314,22710,Consumo Mancomunidad,Consumo Mancomunidad,,314,2,7000,0,7000,0
,,,,,,,,,,,
,314,62500,Consumo Mobiliario,Consumo Mobiliario,,314,6,1000,0,1000,0
,,,,,,,,,,,
,320,12004,Educación. Sueldos del Grupo C2,Educación. Sueldos del Grupo C2,,320,1,8389.5,0,8389.5,0
,,,,,,,,,,,
,320,12006,Educación. Trienios,Educación. Trienios,,320,1,662.3,0,662.3,0
,,,,,,,,,,,
,320,12100,Educación. Complemento de destino,Educación. Complemento de destino,,320,1,4270.14,0,4270.14,0
,,,,,,,,,,,
,320,12101,Educación. Complemento específico,Educación. Complemento específico,,320,1,8592.08,0,8592.08,0
,,,,,,,,,,,
,320,13000,Educación. Salario Base,Educación. Salario Base,,320,1,7678.58,0,7678.58,10086.78
,,,,,,,,,,,
,320,13002,Educación. Otras remuneraciones,Educación. Otras remuneraciones,,320,1,13630,0,13630,16631.28
,,,,,,,,,,,
,320,13006,Educación. Trienios,Educación. Trienios,,320,1,1320.06,0,1320.06,1320.06
,,,,,,,,,,,
,320,13100,Educación. Salario Base,Educación. Salario Base,,320,1,80915.52,0,80915.52,80672.53
,,,,,,,,,,,
,320,13106,Educación. Trienios,Educación. Trienios,,320,1,2219.6,0,2219.6,2216.36
,,,,,,,,,,,
,320,14308,Educación..Personal trabajos temporales de Colaboración Social,Educación..Personal trabajos temporales de Colaboración Social,,320,1,0,37650,37650,14357.56
,,,,,,,,,,,
,320,15000,Educación..Productividad,Educación..Productividad,,320,1,1610.2,0,1610.2,1610.2
,,,,,,,,,,,
,320,15100,Educación. Gratificaciones,Educación. Gratificaciones,,320,1,966.12,0,966.12,0
,,,,,,,,,,,
,320,21206,Educación..Reparación e instalación en colegios,Educación..Reparación e instalación en colegios,,320,2,15000,0,15000,11768.46
,,,,,,,,,,,
,320,21301,"Educación. Mant. maquinaria, instal. y utillaje","Educación. Mant. maquinaria, instal. y utillaje",,320,2,11227.28,0,11227.28,4523.95
,,,,,,,,,,,
,320,21303,Educación. Mant. aparatos elevadores,Educación. Mant. aparatos elevadores,,320,2,10850.63,250.02,11100.65,7482.73
,,,,,,,,,,,
,320,22000,Educación. Ordinario no inventariable,Educación. Ordinario no inventariable,,320,2,200,0,200,50
,,,,,,,,,,,
,320,22002,"Educación. Material, informático no inventariable","Educación. Material, informático no inventariable",,320,2,100,0,100,0
,,,,,,,,,,,
,320,22100,Educación. Energía eléctrica,Educación. Energía eléctrica,,320,2,117483.56,0,117483.56,119893.73
,,,,,,,,,,,
,320,22101,Educación. Agua,Educación. Agua,,320,2,19160.65,0,19160.65,22970.57
,,,,,,,,,,,
,320,22103,Educación. Combustibles y carburantes,Educación. Combustibles y carburantes,,320,2,90000,0,90000,90159.44
,,,,,,,,,,,
,320,22127,Educación..Suministro de materiales Trabajos Temporales de Colaboración Social,Educación..Suministro de materiales Trabajos Temporales de Colaboración Social,,320,2,0,0,0,6011.02
,,,,,,,,,,,
,320,22199,Educación. Otros suministros,Educación. Otros suministros,,320,2,7300,0,7300,4230.33
,,,,,,,,,,,
,320,22400,Educación. Primas de seguros,Educación. Primas de seguros,,320,2,33087.65,-7000,26087.65,25970.1
,,,,,,,,,,,
,320,22611,Educación. Taller de cultura enseñanza,Educación. Taller de cultura enseñanza,,320,2,10000,0,10000,9247.5
,,,,,,,,,,,
,320,22639,Educación..Campañas Escolares,Educación..Campañas Escolares,,320,2,5000,-2000,3000,2620
,,,,,,,,,,,
,320,22699,Educación. Otros gastos diversos,Educación. Otros gastos diversos,,320,2,4300,0,4300,2632.3
,,,,,,,,,,,
,320,22715,Educación. Limpieza en edificios,Educación. Limpieza en edificios,,320,2,317854.86,-1003.2,316851.66,314772.28
,,,,,,,,,,,
,320,48001,Educación. AMPA IES Secundaria,Educación. AMPA IES Secundaria,,320,4,7500,0,7500,6577.69
,,,,,,,,,,,
,320,48002,Educación. AMPA Colegio público Las Castañeras,Educación. AMPA Colegio público Las Castañeras,,320,4,7500,7504.4,15004.4,14994.78
,,,,,,,,,,,
,320,48003,Educación. Plan Local Mejora y Extensión Servicios Educativos,Educación. Plan Local Mejora y Extensión Servicios Educativos,,320,4,40882,0,40882,40882
,,,,,,,,,,,
,320,48004,Educación. AMPA Colegio público Fco. de Orellana,Educación. AMPA Colegio público Fco. de Orellana,,320,4,7500,8977.51,16477.51,16343.9
,,,,,,,,,,,
,320,48005,Educación. AMPA Colegio público Legazpi,Educación. AMPA Colegio público Legazpi,,320,4,7500,9549.86,17049.86,13684
,,,,,,,,,,,
,320,48006,Educación. AMPA Colegio público el Torreón,Educación. AMPA Colegio público el Torreón,,320,4,7500,6781.92,14281.92,14281.92
,,,,,,,,,,,
,320,48017,Educación..AMPA Colegio Los Arenales,Educación..AMPA Colegio Los Arenales,,320,4,7500,6755.65,14255.65,14252.1
,,,,,,,,,,,
,320,48019,Educación. AMPA IES NUM. 2,Educación. AMPA IES NUM. 2,,320,4,4500,0,4500,4500
,,,,,,,,,,,
,320,48021,Educación. AMPA Colegio Pasteur,Educación. AMPA Colegio Pasteur,,320,4,3000,0,3000,3000
,,,,,,,,,,,
,320,48101,Educación..Premios concursos y certámenes escolares,Educación..Premios concursos y certámenes escolares,,320,4,2500,0,2500,0
,,,,,,,,,,,
,330,11000,Cultura. Retribuciones básicas,Cultura. Retribuciones básicas,,330,1,28000,0,28000,27520
,,,,,,,,,,,
,330,12001,Cultura. Sueldos del Grupo A2,Cultura. Sueldos del Grupo A2,,330,1,13425.72,0,13425.72,12906.52
,,,,,,,,,,,
,330,12003,Cultura. Sueldos del Grupo C1,Cultura. Sueldos del Grupo C1,,330,1,20160.56,0,20160.56,19769.68
,,,,,,,,,,,
,330,12004,Cultura. Sueldos del Grupo C2,Cultura. Sueldos del Grupo C2,,330,1,25168.5,0,25168.5,24496.54
,,,,,,,,,,,
,330,12006,Cultura. Trienios,Cultura. Trienios,,330,1,5923.63,0,5923.63,6149.4
,,,,,,,,,,,
,330,12100,Cultura. Complemento de destino,Cultura. Complemento de destino,,330,1,34268.22,0,34268.22,33939.1
,,,,,,,,,,,
,330,12101,Cultura. Complemento específico,Cultura. Complemento específico,,330,1,61274.78,0,61274.78,61099.09
,,,,,,,,,,,
,330,13000,Cultura. Salario Base,Cultura. Salario Base,,330,1,23035.74,0,23035.74,30871.76
,,,,,,,,,,,
,330,13002,Cultura. Otras remuneraciones,Cultura. Otras remuneraciones,,330,1,36508.22,0,36508.22,36495.59
,,,,,,,,,,,
,330,13003,"Cultura.Indemnizaciones, salarios de tramitación","Cultura.Indemnizaciones, salarios de tramitación",,330,1,0,0,0,12178.2
,,,,,,,,,,,
,330,13006,Cultura. Trienios,Cultura. Trienios,,330,1,1360.47,0,1360.47,1813.45
,,,,,,,,,,,
,330,13100,Cultura. Salario Base,Cultura. Salario Base,,330,1,24457.58,0,24457.58,17454.52
,,,,,,,,,,,
,330,13102,Cultura. Otras Remuneraciones,Cultura. Otras Remuneraciones,,330,1,35086.38,0,35086.38,24837.38
,,,,,,,,,,,
,330,13106,Cultura. Trienios,Cultura. Trienios,,330,1,1558.56,0,1558.56,876.49
,,,,,,,,,,,
,330,14308,Cultura.Personal trabajos temporales de Colaboración Social,Cultura.Personal trabajos temporales de Colaboración Social,,330,1,0,10300,10300,3257.35
,,,,,,,,,,,
,330,20300,"Cultura. Arrend.de maquinaria, instal.y utillaje","Cultura. Arrend.de maquinaria, instal.y utillaje",,330,2,500,0,500,89.1
,,,,,,,,,,,
,330,21301,"Cultura. Mant. maquinaria, instal. y utillaje","Cultura. Mant. maquinaria, instal. y utillaje",,330,2,5000,0,5000,9092.94
,,,,,,,,,,,
,330,21303,Cultura. Mant. aparatos elevadores,Cultura. Mant. aparatos elevadores,,330,2,16495.56,290.07,16785.63,10144.24
,,,,,,,,,,,
,330,21600,Cultura. Mant. equipos para procesos de información,Cultura. Mant. equipos para procesos de información,,330,2,500,0,500,0
,,,,,,,,,,,
,330,21602,Cultura. Mant. Sistema integrado Biblioteca,Cultura. Mant. Sistema integrado Biblioteca,,330,2,5200,0,5200,5088.66
,,,,,,,,,,,
,330,22000,Cultura. Ordinario no inventariable,Cultura. Ordinario no inventariable,,330,2,900,0,900,788.74
,,,,,,,,,,,
,330,22001,"Cultura. Prensa, revistas, libros y otras publicaciones","Cultura. Prensa, revistas, libros y otras publicaciones",,330,2,11021,0,11021,10653.61
,,,,,,,,,,,
,330,22100,Cultura. Energía eléctrica,Cultura. Energía eléctrica,,330,2,160068.4,0,160068.4,155235.62
,,,,,,,,,,,
,330,22101,Cultura. Agua,Cultura. Agua,,330,2,6700,0,6700,6434.11
,,,,,,,,,,,
,330,22103,Cultura. Combustibles y carburantes,Cultura. Combustibles y carburantes,,330,2,40000,0,40000,18652.08
,,,,,,,,,,,
,330,22199,Cultura. Otros suministros,Cultura. Otros suministros,,330,2,1000,0,1000,963.68
,,,,,,,,,,,
,330,22400,Cultura. Primas de seguros,Cultura. Primas de seguros,,330,2,13758.32,0,13758.32,839.5
,,,,,,,,,,,
,330,22602,Cultura. Publicidad y propaganda,Cultura. Publicidad y propaganda,,330,2,7111.17,0,7111.17,9792.41
,,,,,,,,,,,
,330,22609,Cultura. Actividades culturales,Cultura. Actividades culturales,,330,2,123707.79,-290,123417.79,99649.31
,,,,,,,,,,,
,330,22611,Cultura. Taller de cultura enseñanza,Cultura. Taller de cultura enseñanza,,330,2,67100,-4300,62800,49113.7
,,,,,,,,,,,
,330,22644,Cultura.SGAE Actuaciones Culturales,Cultura.SGAE Actuaciones Culturales,,330,2,3701.32,0,3701.32,2002.89
,,,,,,,,,,,
,330,22648,Cultura.Jornadas de Archiveros Municipales de Madrid,Cultura.Jornadas de Archiveros Municipales de Madrid,,330,2,10000,0,10000,6191.04
,,,,,,,,,,,
,330,22699,Cultura. Otros gastos diversos,Cultura. Otros gastos diversos,,330,2,4000,0,4000,3065.98
,,,,,,,,,,,
,330,22715,Cultura. Limpieza en edificios,Cultura. Limpieza en edificios,,330,2,57150.48,4270.06,61420.54,56347.03
,,,,,,,,,,,
,330,22728,Cultura. Escuela de Música,Cultura. Escuela de Música,,330,2,159887.37,1013.52,160900.89,158347.76
,,,,,,,,,,,
,330,22729,Cultura.Transporte actividades,Cultura.Transporte actividades,,330,2,6050,0,6050,0
,,,,,,,,,,,
,330,22749,Cultura.Catalogación libros de la Biblioteca,Cultura.Catalogación libros de la Biblioteca,,330,2,7000,0,7000,0
,,,,,,,,,,,
,330,23101,Cultura Locomoción del personal,Cultura Locomoción del personal,,330,2,300,0,300,205.11
,,,,,,,,,,,
,330,48007,Cultura. Subvención taller de teatro,Cultura. Subvención taller de teatro,,330,4,7000,0,7000,6457.76
,,,,,,,,,,,
,330,48008,Cultura. Subvención Coral arroyomolinos,Cultura. Subvención Coral arroyomolinos,,330,4,7000,0,7000,6990.37
,,,,,,,,,,,
,330,48020,Cultura  Subvención Grupo Teatro  XOCHIPILLI,Cultura  Subvención Grupo Teatro  XOCHIPILLI,,330,4,7000,0,7000,0
,,,,,,,,,,,
,330,63307,"Cultura.Maquina, encuadernadora y plastificadora","Cultura.Maquina, encuadernadora y plastificadora",,330,6,0,290,290,264.47
,,,,,,,,,,,
,338,22400,Fiestas populares y festejos. Primas de seguros,Fiestas populares y festejos. Primas de seguros,,338,2,20000,0,20000,11531.35
,,,,,,,,,,,
,338,22735,Fiestas populares y festejos. Fiestas y eventos populares municipales,Fiestas populares y festejos. Fiestas y eventos populares municipales,,338,2,215300,0,215300,211393.32
,,,,,,,,,,,
,338,48015,Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,Fiestas populares y festejos. Plan de -subvenciones Locales (Participación Ciudadana,,338,4,20219,0,20219,13863.52
,,,,,,,,,,,
,340,11000,Deportes. Retribuciones básicas,Deportes. Retribuciones básicas,,340,1,82999.98,0,82999.98,81764.78
,,,,,,,,,,,
,340,12001,Deportes. Sueldos del Grupo A2,Deportes. Sueldos del Grupo A2,,340,1,13425.72,0,13425.72,12906.52
,,,,,,,,,,,
,340,12004,Deportes. Sueldos del Grupo C2,Deportes. Sueldos del Grupo C2,,340,1,16779,0,16779,16737.19
,,,,,,,,,,,
,340,12006,Deportes. Trienios,Deportes. Trienios,,340,1,2273.69,0,2273.69,2633.32
,,,,,,,,,,,
,340,12100,Deportes. Complemento de destino,Deportes. Complemento de destino,,340,1,16701.02,0,16701.02,16679.17
,,,,,,,,,,,
,340,12101,Deportes. Complemento específico,Deportes. Complemento específico,,340,1,29558.34,0,29558.34,29537.87
,,,,,,,,,,,
,340,13000,Deportes. Salario Base,Deportes. Salario Base,,340,1,37622.94,0,37622.94,37945.19
,,,,,,,,,,,
,340,13002,Deportes. Otras remuneraciones,Deportes. Otras remuneraciones,,340,1,77083.7,0,77083.7,79943.28
,,,,,,,,,,,
,340,13006,Deportes. Trienios,Deportes. Trienios,,340,1,3447.17,0,3447.17,3401.32
,,,,,,,,,,,
,340,13100,Deportes. Salario Base,Deportes. Salario Base,,340,1,202672.02,0,202672.02,241859.84
,,,,,,,,,,,
,340,13102,Deportes. Otras Remuneraciones,Deportes. Otras Remuneraciones,,340,1,197871.48,0,197871.48,155212.93
,,,,,,,,,,,
,340,13106,Deportes. Trienios,Deportes. Trienios,,340,1,5020.64,0,5020.64,4603.55
,,,,,,,,,,,
,340,14308,Deportes..Personal trabajos temporales de Colaboración Social,Deportes..Personal trabajos temporales de Colaboración Social,,340,1,0,3000,3000,977.65
,,,,,,,,,,,
,340,15100,Deportes. Gratificaciones,Deportes. Gratificaciones,,340,1,5000,0,5000,6000
,,,,,,,,,,,
,340,21102,Deportes..Otras reparaciones y mantenimientos,Deportes..Otras reparaciones y mantenimientos,,340,2,4574.89,0,4574.89,4690.53
,,,,,,,,,,,
,340,21201,Deportes. Mant. de edificios y otras construcciones,Deportes. Mant. de edificios y otras construcciones,,340,2,2000,0,2000,1270.5
,,,,,,,,,,,
,340,21202,Deportes. Reparaciones y mantenimientos,Deportes. Reparaciones y mantenimientos,,340,2,15000,0,15000,1908.78
,,,,,,,,,,,
,340,21301,"Deportes. Mant, maquinaria, instal.  y utillaje","Deportes. Mant, maquinaria, instal.  y utillaje",,340,2,14000,0,14000,14652.49
,,,,,,,,,,,
,340,21303,Deportes. Mant. aparatos elevadores,Deportes. Mant. aparatos elevadores,,340,2,2285.67,36.18,2321.85,1452.45
,,,,,,,,,,,
,340,21501,Deportes. Mantenimiento canastas polideportivos,Deportes. Mantenimiento canastas polideportivos,,340,2,4248,0,4248,0
,,,,,,,,,,,
,340,21600,Deportes. Mant. equipos para procesos de información,Deportes. Mant. equipos para procesos de información,,340,2,5000,0,5000,2855.6
,,,,,,,,,,,
,340,22100,Deportes. Energía eléctrica,Deportes. Energía eléctrica,,340,2,109337.89,0,109337.89,99437.63
,,,,,,,,,,,
,340,22101,Deportes. Agua,Deportes. Agua,,340,2,31443.29,0,31443.29,28938.1
,,,,,,,,,,,
,340,22103,Deportes..Combustibles y carburantes,Deportes..Combustibles y carburantes,,340,2,15000,0,15000,19831.87
,,,,,,,,,,,
,340,22104,Deportes. Vestuario,Deportes. Vestuario,,340,2,20000,0,20000,25519.31
,,,,,,,,,,,
,340,22106,Deportes. Productos farmacéuticos y material sanitario,Deportes. Productos farmacéuticos y material sanitario,,340,2,500,0,500,260.28
,,,,,,,,,,,
,340,22107,Deportes. Material suministros y otros deportes,Deportes. Material suministros y otros deportes,,340,2,18000,0,18000,27896.25
,,,,,,,,,,,
,340,22127,Deportes..Suministro de materiales Trabajos Temporales de Colaboración Social,Deportes..Suministro de materiales Trabajos Temporales de Colaboración Social,,340,2,0,0,0,1039.88
,,,,,,,,,,,
,340,22400,Deportes. Primas de seguros,Deportes. Primas de seguros,,340,2,31037.71,0,31037.71,22580.44
,,,,,,,,,,,
,340,22404,Deportes. Seguro actividades deportivas,Deportes. Seguro actividades deportivas,,340,2,42964.48,0,42964.48,17930.95
,,,,,,,,,,,
,340,22602,Deportes..Publicidad y propaganda,Deportes..Publicidad y propaganda,,340,2,6000,0,6000,5908.19
,,,,,,,,,,,
,340,22611,Deportes..Talleres culturales,Deportes..Talleres culturales,,340,2,10000,0,10000,6045
,,,,,,,,,,,
